"Division","Game ID","Date","Time","Venue","Home Team","Away Team","Game Status"
"U11 - C","HLU11C43","2022-02-19","11:00","BLACKBURN","BLACKBURN STINGERS U11 C1","METCALFE JETS U11 C1",""
"U13 - B","HLU13B104","2022-02-19","11:00","RUSSELL","RUSSELL WARRIORS U13 B2","GLOUCESTER CENTRE COUGARS U13B1",""
"U9 - A","HLU9A052","2022-02-19","11:30","BARRETT WEST HALF ICE 1","LEITRIM HAWKS U9 A2","ORLEANS RUSH U9 A1",""
"U9 - A","HLU9A053","2022-02-19","11:30","BARRETT WEST HALF ICE 2","LEITRIM HAWKS U9 A1","METCALFE JETS U9 A1",""
"U13 - B","HLU13B105","2022-02-19","12:00","RUSSELL","RUSSELL WARRIORS U13 B1","METCALFE JETS U13 B2",""
"U11 B1 (New For 2022)","HLU11B176","2022-02-19","12:00","BLACKBURN","BLACKBURN STINGERS U11 B1","LEITRIM HAWKS U11 B3",""
"U11 - C","HLU11C42","2022-02-19","12:30","BARRETT WEST","LEITRIM HAWKS U11 C1","RUSSELL WARRIORS U11 C1",""
"U11 B2 (New For 2022)","HLU11B271","2022-02-19","13:30","BARRETT WEST","LEITRIM HAWKS U11 B2","ORLEANS RUSH U11 B1",""
"U11 - A","HLU11A35","2022-02-19","14:30","BARRETT WEST","LEITRIM HAWKS U11 A1","METCALFE JETS U11 A1",""
"U13 - B","HLU13B103","2022-02-19","15:30","BARRETT WEST","LEITRIM HAWKS U13 B1","ORLEANS RUSH U13 B2",""
"U13 - C","HLU13C53","2022-02-19","16:30","BARRETT WEST","LEITRIM HAWKS U13 C1","ORLEANS RUSH U13 C1",""
"U13 - A","HLU13A43","2022-02-19","17:00","BARRETT EAST","LEITRIM HAWKS U13 A2","BLACKBURN STINGERS U13 A1",""
"U15 - B1","HLU15B172","2022-02-19","17:30","BARRETT WEST","LEITRIM HAWKS U15 B4","LEITRIM HAWKS U15 B1",""
"U13 - A","HLU13A44","2022-02-19","18:00","BARRETT EAST","LEITRIM HAWKS U13 A1","ORLEANS RUSH U13 A1",""
"U15 - B2","HLU15B273","2022-02-19","18:30","BARRETT WEST","LEITRIM HAWKS U15 B3","METCALFE JETS U15 B2",""
"U15 - A","HLU15A72","2022-02-19","19:30","BARRETT WEST","LEITRIM HAWKS U15 A1","LEITRIM HAWKS U15 A2",""
"U9 - A","HLU9A054","2022-02-20","09:00","RUSSELL HALF ICE 2","RUSSELL WARRIORS U9 A1","BLACKURN STINGERS U9 A1",""
"U9 - B","HLU9B126","2022-02-20","09:00","RUSSELL HALF ICE 1","RUSSELL WARRIORS U9 B1","METCALFE JETS U9 B3",""
"U11 B1 (New For 2022)","HLU11B177","2022-02-20","11:00","BLACKBURN","GLOUCESTER CENTRE COUGARS U11 B1","ORLEANS RUSH U11 B2",""
"U11 - C","HLU11C45","2022-02-20","11:30","BARRETT WEST","LEITRIM HAWKS U11 C1","METCALFE JETS U11 C1",""
"U9 - C","HLU9C071","2022-02-20","12:00","METCALFE HALF ICE 1","METCALFE JETS U9 C2","BLACKBURN STINGERS 9C1",""
"U9 - C","HLU9C072","2022-02-20","12:00","METCALFE HALF ICE 2","LEITRIM HAWKS U9 C1","ORLEANS RUSH U9 C1",""
"U11 - A","HLU11A36","2022-02-20","12:00","BLACKBURN","ORLEANS RUSH U11 A1","RUSSELL WARRIORS U11 A1",""
"U13 - C","HLU13C55","2022-02-20","12:30","BARRETT WEST","LEITRIM HAWKS U13 C1","METCALFE JETS U13 C1",""
"U9 - B","HLU9B124","2022-02-20","13:00","METCALFE HALF ICE 1","METCALFE JETS U9 B1","METCALFE JETS U9 B2",""
"U9 - B","HLU9B125","2022-02-20","13:00","METCALFE HALF ICE 2","ORLEANS RUSH U9 B1","RUSSELL WARRIORS U9 B2",""
"U11 - C","HLU11C44","2022-02-20","13:00","ARMSTRONG","ORLEANS RUSH U11 C1","RUSSELL WARRIORS U11 C1",""
"U13 - B","HLU13B107","2022-02-20","13:30","BARRETT WEST","LEITRIM HAWKS U13 B3","ORLEANS RUSH U13 B1",""
"U13 - B","HLU13B106","2022-02-20","14:00","ARMSTRONG","GLOUCESTER CENTRE COUGARS U13B2","BLACKBURN STINGERS U13 B1",""
"U13 - A","HLU13A45","2022-02-20","14:30","BARRETT WEST","LEITRIM HAWKS U13 A1","METCALFE JETS U13 A1",""
"U18 - B2","HLU18302","2022-02-20","15:30","BARRETT WEST","LEITRIM HAWKS U18 B4","BLACKBURN STINGERS U18 B2",""
"U11 B2 (New For 2022)","HLU11B272","2022-02-20","16:00","METCALFE","METCALFE JETS U11 B2","LEITRIM HAWKS U11 B1",""
"U15 - B2","HLU15B274","2022-02-20","17:00","BLACKBURN","ORLEANS RUSH U15 B2","BLACKBURN STINGERS U15 B2",""
"U11 B1 (New For 2022)","HLU11B178","2022-02-20","17:00","METCALFE","METCALFE JETS U11 B1","GLOUCESTER CENTRE COUGARS U11 B2",""
"U13 - B","HLU13B108","2022-02-20","18:00","METCALFE","METCALFE JETS U13 B1","LEITRIM HAWKS U13 B2",""
"U15 - B1","HLU15B173","2022-02-20","19:00","BLACKBURN","LEITRIM HAWKS U15 B1","RUSSELL WARRIORS U15 B1",""
"U15 - B1","HLU15B174","2022-02-20","19:00","METCALFE","METCALFE JETS U15 B1","BLACKBURN STINGERS U15 B1",""
"U21","HLU21B64","2022-02-20","19:00","RJ KENNEDY","CUMBERLAND GRADS U21 B2","CLARENCE CASTORS U21 B1",""
"U15 - B2","HLU15B275","2022-02-20","20:00","BLACKBURN","LEITRIM HAWKS U15 B2","LEITRIM HAWKS U15 B3",""
"U18 - B2","HLU18303","2022-02-20","20:00","METCALFE","METCALFE JETS U18 B2","LEITRIM HAWKS U18 B2",""
"U18 - B1","HLU18B202","2022-02-20","21:00","METCALFE","METCALFE JETS U18 B1","ORLEANS RUSH U18 B3",""
"U18 - B1","HLU18B203","2022-02-21","18:30","BARRETT WEST","LEITRIM HAWKS U18 B5","BLACKBURN STINGERS U18 B1",""
"U18 - B1","HLU18B204","2022-02-21","19:30","BARRETT WEST","LEITRIM HAWKS U18 B1","LEITRIM HAWKS U18 B3",""
"U18 - A","HLU18A093","2022-02-21","20:30","BARRETT WEST","LEITRIM HAWKS U18 A1","GLOUCESTER CENTRE COUGARS U18 A1",""
"U18 - A","HLU18A094","2022-02-21","21:30","BARRETT WEST","LEITRIM HAWKS U18 A2","METCALFE JETS U18 A1",""
"U18 - B1","HLU18B205","2022-02-22","20:00","METCALFE","METCALFE JETS U18 B1","RUSSELL WARRIORS U18 B1",""
"U21","HLU21B65","2022-02-22","20:30","RUSSELL","RUSSELL WARRIORS U21 B1","LEITRIM HAWKS U21 B2",""
"U18 - B2","HLU18304","2022-02-22","21:00","METCALFE","METCALFE JETS U18 B2","ORLEANS RUSH U18 B2",""
"U15 - A","HLU15A73","2022-02-23","18:30","BARRETT WEST","LEITRIM HAWKS U15 A2","METCALFE JETS U15 A1",""
"U15 - A","HLU15A74","2022-02-23","19:30","BARRETT WEST","LEITRIM HAWKS U15 A1","GLOUCESTER CENTRE COUGARS U15A1",""
"U18 - B2","HLU18305","2022-02-23","20:00","BLACKBURN","BLACKBURN STINGERS U18 B2","METCALFE JETS U18 B2",""
"U18 - B1","HLU18B206","2022-02-23","20:30","BARRETT WEST","LEITRIM HAWKS U18 B1","BLACKBURN STINGERS U18 B1",""
"U18 - A","HLU18A096","2022-02-23","21:00","BLACKBURN","ORLEANS RUSH U18 A1","RUSSELL WARRIORS U18 A1",""
"U18 - A","HLU18A095","2022-02-23","21:30","BARRETT WEST","LEITRIM HAWKS U18 A1","LEITRIM HAWKS U18 A2",""
"U21","HLU21B66","2022-02-23","21:30","ARMSTRONG","GLOUCESTER CENTRE COUGARS U21B","CUMBERLAND GRADS U21 B2",""
"U21","HLU21B67","2022-02-24","20:30","METCALFE","METCALFE JETS U21 B1","LEITRIM HAWKS U21 B1",""
"U15 - B1","HLU15B175","2022-02-25","18:00","RUSSELL","RUSSELL WARRIORS U15 B1","ORLEANS RUSH U15 B1",""
"U18 - B2","HLU18307","2022-02-25","18:00","METCALFE","METCALFE JETS U18 B3","RUSSELL WARRIORS U18 B2",""
"U15 - B2","HLU15B276","2022-02-25","19:00","RICHCRAFT HEO","ORLEANS RUSH U15 B3","GLOUCESTER CENTRE COUGARS U15 B2",""
"U18 - B1","HLU18B207","2022-02-25","19:00","METCALFE","METCALFE JETS U18 B1","LEITRIM HAWKS U18 B5",""
"U18 - B2","HLU18309","2022-02-25","19:00","RUSSELL","RUSSELL WARRIORS U18 B2","LEITRIM HAWKS U18 B4",""
"U15 - A","HLU15A75","2022-02-25","20:00","RICHCRAFT HEO","GLOUCESTER CENTRE COUGARS U15A1","RUSSELL WARRIORS U15 A1",""
"U18 - A","HLU18A098","2022-02-25","20:00","SENECAL","GLOUCESTER CENTRE COUGARS U18 A1","LEITRIM HAWKS U18 A2",""
"U18 - B1","HLU18B208","2022-02-25","20:00","RUSSELL","RUSSELL WARRIORS U18 B1","LEITRIM HAWKS U18 B3",""
"U18 - B2","HLU18306","2022-02-25","20:30","BARRETT WEST","LEITRIM HAWKS U18 B2","METCALFE JETS U18 B2",""
"U18 - A","HLU18A099","2022-02-25","21:00","SENECAL","ORLEANS RUSH U18 A1","BLACKBURN STINGERS U18 A1",""
"U18 - B2","HLU18308","2022-02-25","21:00","POTVIN","GLOUCESTER CENTRE COUGARS U18 B1","BLACKBURN STINGERS U18 B2",""
"U18 - A","HLU18A097","2022-02-25","21:30","BARRETT WEST","LEITRIM HAWKS U18 A1","METCALFE JETS U18 A1",""
"U9 - B","HLU9B129","2022-02-26","08:00","POTVIN HALF ICE 2","LEITRIM HAWKS U9 B2","ORLEANS RUSH U9 B2",""
"U9 - C","HLU9C074","2022-02-26","08:00","POTVIN HALF ICE 1","BLACKBURN STINGERS 9C1","LEITRIM HAWKS U9 C1",""
"U9 - B","HLU9B128","2022-02-26","09:00","POTVIN HALF ICE 1","LEITRIM HAWKS U9 B3","METCALFE JETS U9 B3",""
"U9 - B","HLU9B130","2022-02-26","09:00","POTVIN HALF ICE 2","LEITRIM HAWKS U9 B1","METCALFE JETS U9 B1",""
"U11 - A","HLU11A38","2022-02-26","09:00","RUSSELL","RUSSELL WARRIORS U11 A1","ORLEANS RUSH U11 A1",""
"U9 - B","HLU9B127","2022-02-26","10:30","BARRETT WEST HALF ICE 2","LEITRIM HAWKS U9 B4","METCALFE JETS U9 B2",""
"U9 - C","HLU9C073","2022-02-26","10:30","BARRETT WEST HALF ICE 1","LEITRIM HAWKS U9 C2","METCALFE JETS U9 C1",""
"U13 - C","HLU13C56","2022-02-26","11:00","BLACKBURN","BLACKBURN STINGERS U13 C1","RUSSELL WARRIORS U13 C1",""
"U9 - A","HLU9A055","2022-02-26","11:30","BARRETT WEST HALF ICE 1","LEITRIM HAWKS U9 A1","METCALFE JETS U9 A1",""
"U9 - A","HLU9A056","2022-02-26","11:30","BARRETT WEST HALF ICE 2","BLACKURN STINGERS U9 A1","RUSSELL WARRIORS U9 A1",""
"U13 - B","HLU13B111","2022-02-26","12:00","BLACKBURN","BLACKBURN STINGERS U13 B1","RUSSELL WARRIORS U13 B1",""
"U11 - C","HLU11C46","2022-02-26","12:30","BARRETT WEST","LEITRIM HAWKS U11 C1","ORLEANS RUSH U11 C1",""
"U11 - C","HLU11C47","2022-02-26","13:00","METCALFE","METCALFE JETS U11 C1","RUSSELL WARRIORS U11 C1",""
"U11 B1 (New For 2022)","HLU11B179","2022-02-26","13:30","BARRETT WEST","LEITRIM HAWKS U11 B3","BLACKBURN STINGERS U11 B1",""
"U9 - B","HLU9B131","2022-02-26","14:00","SENECAL HALF ICE 2","BLACKBURN STINGERS U9 B1","BLACKBURN STINGERS U9 B2",""
"U9 - C","HLU9C075","2022-02-26","14:00","SENECAL HALF ICE 1","GLOUCESTER CENTRE COUGARS U9C1","RUSSELL WARRIORS U9 C1",""
"U11 - A","HLU11A37","2022-02-26","14:00","METCALFE","METCALFE JETS U11 A1","LEITRIM HAWKS U11 A1",""
"U15 - B2","HLU15B277","2022-02-26","14:00","ARMSTRONG","BLACKBURN STINGERS U15 B2","ORLEANS RUSH U15 B3",""
"U11 B2 (New For 2022)","HLU11B273","2022-02-26","14:30","BARRETT WEST","LEITRIM HAWKS U11 B2","ORLEANS RUSH U11 B1",""
"U13 - A","HLU13A47","2022-02-26","15:00","SENECAL","ORLEANS RUSH U13 A1","METCALFE JETS U13 A1",""
"U13 - C","HLU13C57","2022-02-26","15:00","METCALFE","METCALFE JETS U13 C1","EMBRUN PANTHERS U13 C1",""
"U15 - B1","HLU15B176","2022-02-26","15:00","ARMSTRONG","BLACKBURN STINGERS U15 B1","LEITRIM HAWKS U15 B1",""
"U11 B2 (New For 2022)","HLU11B274","2022-02-26","15:30","BARRETT WEST","LEITRIM HAWKS U11 B1","METCALFE JETS U11 B2",""
"U15 - A","HLU15A76","2022-02-26","16:00","ARMSTRONG","ORLEANS RUSH U15 A1","BLACKBURN STINGERS U15 A1",""
"U15 - B1","HLU15B177","2022-02-26","16:00","METCALFE","METCALFE JETS U15 B1","GLOUCESTER CENTRE COUGARS U15B1",""
"U13 - A","HLU13A46","2022-02-26","17:00","ARMSTRONG","LEITRIM HAWKS U13 A1","BLACKBURN STINGERS U13 A1",""
"U13 - B","HLU13B109","2022-02-26","17:00","BARRETT EAST","LEITRIM HAWKS U13 B2","GLOUCESTER CENTRE COUGARS U13B1",""
"U15 - A","HLU15A77","2022-02-26","17:00","SENECAL","LEITRIM HAWKS U15 A2","RUSSELL WARRIORS U15 A1",""
"U13 - B","HLU13B110","2022-02-26","18:00","BARRETT EAST","LEITRIM HAWKS U13 B1","LEITRIM HAWKS U13 B3",""
"U15 - A","HLU15A78","2022-02-26","18:00","SENECAL","GLOUCESTER CENTRE COUGARS U15A1","METCALFE JETS U15 A1",""
"U18 - B2","HLU18310","2022-02-26","19:00","BARRETT EAST","LEITRIM HAWKS U18 B2","BLACKBURN STINGERS U18 B2",""
"U18 - B1","HLU18B209","2022-02-26","20:00","BARRETT EAST","LEITRIM HAWKS U18 B1","ORLEANS RUSH U18 B3",""
"U18 - B2","HLU18311","2022-02-26","21:00","BARRETT EAST","LEITRIM HAWKS U18 B4","RUSSELL WARRIORS U18 B2",""
"U9 - A","HLU9A057","2022-02-27","09:00","RUSSELL HALF ICE 2","RUSSELL WARRIORS U9 A1","LEITRIM HAWKS U9 A2",""
"U9 - B","HLU9B132","2022-02-27","09:00","RUSSELL HALF ICE 1","RUSSELL WARRIORS U9 B1","GLOUCESTER CENTRE COUGARS U9 B1",""
"U15 - B2","HLU15B278","2022-02-27","11:30","BARRETT WEST","LEITRIM HAWKS U15 B3","ORLEANS RUSH U15 B2",""
"U13 - B","HLU13B112","2022-02-27","12:00","BLACKBURN","BLACKBURN STINGERS U13 B1","LEITRIM HAWKS U13 B2",""
"U15 - B1","HLU15B178","2022-02-27","12:30","BARRETT WEST","LEITRIM HAWKS U15 B1","LEITRIM HAWKS U15 B4",""
"U9 - C","HLU9C076","2022-02-27","13:30","BARRETT WEST HALF ICE 1","LEITRIM HAWKS U9 C1","METCALFE JETS U9 C2",""
"U9 - C","HLU9C077","2022-02-27","13:30","BARRETT WEST HALF ICE 2","LEITRIM HAWKS U9 C2","ORLEANS RUSH U9 C1",""
"U15 - A","HLU15A79","2022-02-27","14:30","BARRETT WEST","LEITRIM HAWKS U15 A2","LEITRIM HAWKS U15 A1",""
"U13 - C","HLU13C58","2022-02-27","15:00","METCALFE","METCALFE JETS U13 C1","ORLEANS RUSH U13 C1",""
"U13 - A","HLU13A48","2022-02-27","15:30","BARRETT WEST","METCALFE JETS U13 A1","LEITRIM HAWKS U13 A2",""
"U13 - B","HLU13B115","2022-02-27","16:00","METCALFE","METCALFE JETS U13 B2","RUSSELL WARRIORS U13 B2",""
"U11 B1 (New For 2022)","HLU11B180","2022-02-27","16:00","FRIEL1","GLOUCESTER CENTRE COUGARS U11 B1","GLOUCESTER CENTRE COUGARS U11 B2",""
"U18 - B1","HLU18B210","2022-02-27","16:30","MANLEY","ORLEANS RUSH U18 B1","LEITRIM HAWKS U18 B3",""
"U13 - B","HLU13B113","2022-02-27","17:00","FRIEL1","ORLEANS RUSH U13 B1","GLOUCESTER CENTRE COUGARS U13B2",""
"U15 - B2","HLU15B279","2022-02-27","17:00","METCALFE","METCALFE JETS U15 B2","GLOUCESTER CENTRE COUGARS U15 B2",""
"U18 - B1","HLU18B211","2022-02-27","17:30","MANLEY","ORLEANS RUSH U18 B3","METCALFE JETS U18 B1",""
"U13 - B","HLU13B114","2022-02-27","18:00","FRIEL1","ORLEANS RUSH U13 B2","METCALFE JETS U13 B1",""
"U18 - B2","HLU18312","2022-02-27","18:30","MANLEY","ORLEANS RUSH U18 B2","METCALFE JETS U18 B3",""
"U21","HLU21B69","2022-02-27","19:00","RJ KENNEDY","CUMBERLAND GRADS U21 B1","LEITRIM HAWKS U21 B1",""
"U21","HLU21B68","2022-02-27","19:30","CLARENCE","CLARENCE CASTORS U21 B1","CUMBERLAND GRADS U21 B2",""
"U15 - B1","HLU15B179","2022-02-28","19:00","BLACKBURN","LEITRIM HAWKS U15 B4","ORLEANS RUSH U15 B1",""
"U21","HLU21B70","2022-02-28","21:00","BARRETT WEST","LEITRIM HAWKS U21 B2","RUSSELL WARRIORS U21 B1",""
"U21","HLU21B71","2022-03-01","19:00","RJ KENNEDY","CUMBERLAND GRADS U21 B1","LEITRIM HAWKS U21 B1",""
"U18 - B1","HLU18B212","2022-03-01","20:00","METCALFE","METCALFE JETS U18 B1","LEITRIM HAWKS U18 B1",""
"U21","HLU21B72","2022-03-01","20:30","RJ KENNEDY","CUMBERLAND GRADS U21 B2","GLOUCESTER CENTRE COUGARS U21B",""
"U21","HLU21B73","2022-03-01","20:30","RUSSELL","RUSSELL WARRIORS U21 B1","CLARENCE CASTORS U21 B1",""
"U18 - B2","HLU18313","2022-03-01","21:00","METCALFE","METCALFE JETS U18 B3","METCALFE JETS U18 B2",""
"U15 - A","HLU15A80","2022-03-02","20:00","BLACKBURN","GLOUCESTER CENTRE COUGARS U15A1","LEITRIM HAWKS U15 A1",""
"U21","HLU21B75","2022-03-02","21:00","BARRETT WEST","LEITRIM HAWKS U21 B1","RUSSELL WARRIORS U21 B1",""
"U21","HLU21B74","2022-03-02","21:30","ARMSTRONG","GLOUCESTER CENTRE COUGARS U21B","METCALFE JETS U21 B1",""
"U18 - B2","HLU18314","2022-03-03","20:00","SENECAL","LEITRIM HAWKS U18 B4","METCALFE JETS U18 B2",""
"U18 - B1","HLU18B213","2022-03-03","21:00","SENECAL","LEITRIM HAWKS U18 B3","LEITRIM HAWKS U18 B1",""
"U9 - B","HLU9B133","2022-03-04","18:00","METCALFE HALF ICE 1","METCALFE JETS U9 B2","ORLEANS RUSH U9 B1",""
"U9 - B","HLU9B134","2022-03-04","18:00","METCALFE HALF ICE 2","METCALFE JETS U9 B3","BLACKBURN STINGERS U9 B2",""
"U13 - B","HLU13B116","2022-03-04","18:00","POTVIN","GLOUCESTER CENTRE COUGARS U13B2","ORLEANS RUSH U13 B1",""
"U13 - C","HLU13C59","2022-03-04","18:00","RUSSELL","RUSSELL WARRIORS U13 C1","LEITRIM HAWKS U13 C1",""
"U15 - B2","HLU15B280","2022-03-04","19:00","RICHCRAFT HEO","METCALFE JETS U15 B2","LEITRIM HAWKS U15 B2",""
"U18 - B2","HLU18315","2022-03-04","19:00","METCALFE","METCALFE JETS U18 B3","BLACKBURN STINGERS U18 B2",""
"U18 - B2","HLU18316","2022-03-04","19:00","POTVIN","GLOUCESTER CENTRE COUGARS U18 B1","LEITRIM HAWKS U18 B4",""
"U15 - A","HLU15A81","2022-03-04","20:00","RICHCRAFT HEO","METCALFE JETS U15 A1","BLACKBURN STINGERS U15 A1",""
"U15 - B2","HLU15B281","2022-03-04","20:00","SENECAL","ORLEANS RUSH U15 B3","LEITRIM HAWKS U15 B3",""
"U18 - A","HLU18A100","2022-03-04","20:00","POTVIN","GLOUCESTER CENTRE COUGARS U18 A1","ORLEANS RUSH U18 A1",""
"U18 - A","HLU18A101","2022-03-04","21:00","POTVIN","LEITRIM HAWKS U18 A1","RUSSELL WARRIORS U18 A1",""
"U18 - B1","HLU18B214","2022-03-04","21:00","SENECAL","ORLEANS RUSH U18 B1","LEITRIM HAWKS U18 B5",""
"U9 - B","HLU9B135","2022-03-05","08:00","POTVIN HALF ICE 2","ORLEANS RUSH U9 B2","BLACKBURN STINGERS U9 B1",""
"U9 - C","HLU9C078","2022-03-05","08:00","POTVIN HALF ICE 1","GLOUCESTER CENTRE COUGARS U9C1","METCALFE JETS U9 C1",""
"U9 - A","HLU9A058","2022-03-05","09:00","POTVIN HALF ICE 1","ORLEANS RUSH U9 A1","LEITRIM HAWKS U9 A1",""
"U9 - B","HLU9B136","2022-03-05","09:00","POTVIN HALF ICE 2","LEITRIM HAWKS U9 B4","GLOUCESTER CENTRE COUGARS U9 B1",""
"U15 - B1","HLU15B180","2022-03-05","09:00","RUSSELL","RUSSELL WARRIORS U15 B1","LEITRIM HAWKS U15 B1",""
"U15 - A","HLU15A83","2022-03-05","10:00","RUSSELL","RUSSELL WARRIORS U15 A1","ORLEANS RUSH U15 A1",""
"U11 B1 (New For 2022)","HLU11B182","2022-03-05","10:00","POTVIN","ORLEANS RUSH U11 B2","GLOUCESTER CENTRE COUGARS U11 B1",""
"U11 - C","HLU11C48","2022-03-05","11:00","BLACKBURN","BLACKBURN STINGERS U11 C1","LEITRIM HAWKS U11 C1",""
"U11 B1 (New For 2022)","HLU11B183","2022-03-05","11:00","POTVIN","GLOUCESTER CENTRE COUGARS U11 B2","LEITRIM HAWKS U11 B3",""
"U11 B1 (New For 2022)","HLU11B181","2022-03-05","12:00","BLACKBURN","BLACKBURN STINGERS U11 B1","METCALFE JETS U11 B1",""
"U11 - A","HLU11A39","2022-03-05","14:00","ARMSTRONG","LEITRIM HAWKS U11 A1","RUSSELL WARRIORS U11 A1",""
"U13 - A","HLU13A49","2022-03-05","14:00","SENECAL","ORLEANS RUSH U13 A1","LEITRIM HAWKS U13 A1",""
"U13 - C","HLU13C60","2022-03-05","15:00","SENECAL","ORLEANS RUSH U13 C1","BLACKBURN STINGERS U13 C1",""
"U15 - A","HLU15A82","2022-03-05","15:00","ARMSTRONG","LEITRIM HAWKS U15 A2","GLOUCESTER CENTRE COUGARS U15A1",""
"U13 - B","HLU13B117","2022-03-05","16:00","ARMSTRONG","GLOUCESTER CENTRE COUGARS U13B2","RUSSELL WARRIORS U13 B2",""
"U13 - B","HLU13B118","2022-03-05","16:00","SENECAL","ORLEANS RUSH U13 B1","LEITRIM HAWKS U13 B2",""
"U13 - B","HLU13B119","2022-03-05","17:00","SENECAL","ORLEANS RUSH U13 B2","GLOUCESTER CENTRE COUGARS U13B1",""
"U18 - B1","HLU18B215","2022-03-05","17:00","ARMSTRONG","ORLEANS RUSH U18 B3","BLACKBURN STINGERS U18 B1",""
"U15 - B2","HLU15B282","2022-03-05","18:00","SENECAL","LEITRIM HAWKS U15 B2","ORLEANS RUSH U15 B2",""
"U9 - B","HLU9B139","2022-03-06","09:00","RUSSELL HALF ICE 2","RUSSELL WARRIORS U9 B2","LEITRIM HAWKS U9 B4",""
"U9 - C","HLU9C080","2022-03-06","09:00","RUSSELL HALF ICE 1","RUSSELL WARRIORS U9 C1","BLACKBURN STINGERS 9C1",""
"U9 - A","HLU9A060","2022-03-06","10:00","RUSSELL HALF ICE 1","RUSSELL WARRIORS U9 A1","LEITRIM HAWKS U9 A2",""
"U9 - B","HLU9B140","2022-03-06","10:00","RUSSELL HALF ICE 2","RUSSELL WARRIORS U9 B1","LEITRIM HAWKS U9 B3",""
"U11 B1 (New For 2022)","HLU11B184","2022-03-06","11:00","BLACKBURN","METCALFE JETS U11 B1","ORLEANS RUSH U11 B2",""
"U9 - B","HLU9B138","2022-03-06","12:00","METCALFE HALF ICE 2","ORLEANS RUSH U9 B2","LEITRIM HAWKS U9 B1",""
"U9 - C","HLU9C079","2022-03-06","12:00","METCALFE HALF ICE 1","METCALFE JETS U9 C2","ORLEANS RUSH U9 C1",""
"U13 - A","HLU13A50","2022-03-06","12:00","BLACKBURN","BLACKBURN STINGERS U13 A1","ORLEANS RUSH U13 A1",""
"U9 - A","HLU9A059","2022-03-06","13:00","METCALFE HALF ICE 2","METCALFE JETS U9 A1","BLACKURN STINGERS U9 A1",""
"U9 - B","HLU9B137","2022-03-06","13:00","METCALFE HALF ICE 1","LEITRIM HAWKS U9 B2","METCALFE JETS U9 B1",""
"U11 - C","HLU11C50","2022-03-06","14:00","RUSSELL","RUSSELL WARRIORS U11 C1","BLACKBURN STINGERS U11 C1",""
"U11 - C","HLU11C49","2022-03-06","16:00","METCALFE","METCALFE JETS U11 C1","ORLEANS RUSH U11 C1",""
"U11 B2 (New For 2022)","HLU11B275","2022-03-06","16:00","FRIEL1","ORLEANS RUSH U11 B1","LEITRIM HAWKS U11 B1",""
"U13 - B","HLU13B120","2022-03-06","16:30","MANLEY","GLOUCESTER CENTRE COUGARS U13B1","RUSSELL WARRIORS U13 B1",""
"U11 - A","HLU11A40","2022-03-06","17:00","FRIEL1","ORLEANS RUSH U11 A1","METCALFE JETS U11 A1",""
"U15 - B1","HLU15B181","2022-03-06","17:00","BLACKBURN","LEITRIM HAWKS U15 B1","METCALFE JETS U15 B1",""
"U11 B2 (New For 2022)","HLU11B276","2022-03-06","17:00","METCALFE","METCALFE JETS U11 B2","LEITRIM HAWKS U11 B2",""
"U15 - B2","HLU15B283","2022-03-06","17:30","MANLEY","ORLEANS RUSH U15 B2","METCALFE JETS U15 B2",""
"U15 - B1","HLU15B182","2022-03-06","18:00","BLACKBURN","ORLEANS RUSH U15 B1","GLOUCESTER CENTRE COUGARS U15B1",""
"U18 - B2","HLU18317","2022-03-06","18:00","FRIEL1","ORLEANS RUSH U18 B2","RUSSELL WARRIORS U18 B2",""
"U15 - B2","HLU15B284","2022-03-06","18:30","MANLEY","ORLEANS RUSH U15 B3","BLACKBURN STINGERS U15 B2",""
"U15 - B1","HLU15B183","2022-03-06","19:00","BLACKBURN","LEITRIM HAWKS U15 B4","BLACKBURN STINGERS U15 B1",""
"U21","HLU21B77","2022-03-06","19:00","RJ KENNEDY","CUMBERLAND GRADS U21 B1","CUMBERLAND GRADS U21 B2",""
"U21","HLU21B76","2022-03-06","19:30","CLARENCE","CLARENCE CASTORS U21 B1","GLOUCESTER CENTRE COUGARS U21B",""
"U15 - B1","HLU15B184","2022-03-07","19:00","BLACKBURN","ORLEANS RUSH U15 B1","BLACKBURN STINGERS U15 B1",""
"U18 - B1","HLU18B216","2022-03-07","20:00","BLACKBURN","ORLEANS RUSH U18 B1","RUSSELL WARRIORS U18 B1",""
"U15 - A","HLU15A84","2022-03-07","21:00","BLACKBURN","BLACKBURN STINGERS U15 A1","METCALFE JETS U15 A1",""
"U21","HLU21B78","2022-03-07","21:00","BARRETT WEST","LEITRIM HAWKS U21 B1","LEITRIM HAWKS U21 B2",""
"U18 - B2","HLU18318","2022-03-08","20:00","METCALFE","METCALFE JETS U18 B2","RUSSELL WARRIORS U18 B2",""
"U18 - A","HLU18A102","2022-03-08","21:00","METCALFE","METCALFE JETS U18 A1","ORLEANS RUSH U18 A1",""
"U18 - B1","HLU18B217","2022-03-09","20:00","BLACKBURN","BLACKBURN STINGERS U18 B1","ORLEANS RUSH U18 B1",""
"U18 - A","HLU18A103","2022-03-09","21:00","BLACKBURN","BLACKBURN STINGERS U18 A1","LEITRIM HAWKS U18 A1",""
"U21","HLU21B79","2022-03-09","21:30","ARMSTRONG","GLOUCESTER CENTRE COUGARS U21B","LEITRIM HAWKS U21 B2",""
